,Inhibitors,Conc(wt%),Pressure (MPa),Temp(K),C1(%),C2(%),C3(%),nC4(%),iC4(%),H2S(%),MW,LogP,NumHDonors,NumHAcceptors,N2(%),CO2(%),Induction delay time (min)
12,PVP,0.01,1.0,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,150.0
13,PVP,0.01,1.2,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,135.0
14,PVP,0.01,1.5,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,120.0
15,PVP,0.01,2.0,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,100.0
16,PVP,0.02,1.0,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,160.0
17,PVP,0.02,1.2,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,140.0
18,PVP,0.02,1.5,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,90.0
19,PVP,0.02,2.0,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,80.0
20,PVP,0.02,1.0,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,180.0
21,PVP,0.02,1.2,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,170.0
22,PVP,0.02,1.5,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,130.0
23,PVP,0.02,2.0,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,100.0
24,PVP,0.02,1.0,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,190.0
25,PVP,0.02,1.2,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,170.0
26,PVP,0.02,1.5,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,140.0
27,PVP,0.02,2.0,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,110.0
28,PVP,0.02,1.0,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,200.0
29,PVP,0.02,1.2,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,180.0
30,PVP,0.02,1.5,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,150.0
31,PVP,0.02,2.0,277.15,30.0,0.0,0.0,0.0,70.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,120.0
32,L-tyrosine,0.01,1.0,277.15,70.0,0.0,30.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,240.0
33,L-tyrosine,0.01,1.2,277.15,70.0,0.0,30.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,200.0
34,L-tyrosine,0.01,1.5,277.15,70.0,0.0,30.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,180.0
35,L-tyrosine,0.01,2.0,277.15,70.0,0.0,30.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,160.0
36,L-tyrosine,0.01,1.0,277.15,30.0,0.0,70.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,250.0
37,L-tyrosine,0.01,1.2,277.15,30.0,0.0,70.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,230.0
38,L-tyrosine,0.01,1.5,277.15,30.0,0.0,70.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,210.0
39,L-tyrosine,0.01,2.0,277.15,30.0,0.0,70.0,0.0,0.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,190.0
40,L-tyrosine,0.01,1.0,277.15,70.0,0.0,0.0,0.0,30.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,270.0
41,L-tyrosine,0.01,1.2,277.15,70.0,0.0,0.0,0.0,30.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,250.0
42,L-tyrosine,0.01,1.5,277.15,70.0,0.0,0.0,0.0,30.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,225.0
43,L-tyrosine,0.01,2.0,277.15,70.0,0.0,0.0,0.0,30.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,205.0
44,L-tyrosine,0.01,1.0,277.15,30.0,0.0,0.0,0.0,70.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,290.0
45,L-tyrosine,0.01,1.2,277.15,30.0,0.0,0.0,0.0,70.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,270.0
46,L-tyrosine,0.01,1.5,277.15,30.0,0.0,0.0,0.0,70.0,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,250.0
